"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00912","0.0527","0.0946","0.112","0.129","0.971","1.30047002237784","1.63109466677715","1.9604050458212","4.57521722477781","4.8990085713054","5.252999783","5.631800175","6.021299839","6.21","15.30000019","25","32","37.5","41.9","54.6228058583362","59.1008337674937","64.3460297653742","64.7448843250726","68.2450522610271","66.5439496866159","76.50770055","78.61225758","77.02767465","79.99663036","81.33930206","",
"American Samoa","ASM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","2.2","2.86","3.48","4.07","5.3","6.48222573702907","8.89928551450583","12.5","17.2286487816884","24.2665437161785","27","30","34","38","42","47","52","58","63.40000153","67.77999878","70","70.27159882","70.54419708","70.81790161","71.09259796","71.36840057","71.64530182","71.9233017","72.12409973","72.73040009","",
"Australia","AUS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.585","1.1","1.77","1.97","2.23","2.76","3.28","16.4","30.8","40.8","46.7561156116738","52.6892664310395","","","","63","66","69.45","71.67","74.25","76","79.4876977139029","79","83.453497167","84","84.5605149091408","86.54000092","86.5450488476768","90.0082016","93.60990143","94.6934967","96.97219849","96.11940002","96.1160965","96.13140106","",
"Austria","AUT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.259","0.643","0.765","1.39","1.89","6.91","9.53","15.4","23","33.7301329516915","39.1854501811114","36.56","42.7","54.28","58","63.6","69.37","72.87","73.45","75.17","78.7399930986888","80.0299939169903","80.6188","80.9958249574764","83.9401419315026","84.3237425711653","87.9355865856062","87.4791372262556","87.7522047870069","87.52942813","92.52915104","93.61409139","95.33467117","94.91974877","91.92573373",
"Azerbaijan","AZE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00143","0.00206","0.00635","0.0252","0.0375","0.0992","0.147757575623251","0.305564637615618","4.99971367812957","","","8.030400276","11.9921999","14.53999996","17.08","27.4","46","50","54.20000076","73.000001372","75.0000156363396","77","78.2","79","79.7999954887896","81.0999990651547","84.59999573","85.99998954","88","89","90.43979645","90.80000181",
"Burundi","BDI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.000804","0.00798","0.0158","0.0392","0.077248447383456","0.106001245363203","0.118228412267794","0.201273196735924","0.349060461879596","0.542100012","0.657599986","0.7","0.81","0.899999976","1","1.110000014","1.220000029","1.2642181112","1.04239212643994","2","2.200000048","2.6607485347534","4.019499779","6.072199821","6.430099964","6.777999878","7.144800186","7.172299862","8.595999718","",
"Belgium","BEL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00101","0.0201","0.1","0.199","0.696","0.992","2.97","4.94","7.89","13.8","29.4316916924341","31.2883955056566","46.33","49.97","53.86","55.81999969","61.9818700222023","66.7604202433135","68.8573221425131","74.5441455527336","77.6397855126946","81.6099959955952","80.7199905482042","82.1702","85.0012379539925","85.0529417508701","86.5164766644457","87.6796808175598","88.6473429951691","90.275428012141","91.52641629","92.78867618","94.00783071","94.62625074","95.77579144","",
"Benin","BEN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00169","0.0246","0.0479","0.155","0.225247851473369","0.363417890016082","0.7029455951039","0.951327114915695","1.18254096518994","1.271000028","1.537899971","1.79","1.85","2.24","3.13","4.14832306562512","4.5","4.900000095","6","11.25500011","14.5","18.7","19","20.50099945","22.12059975","28.20470047","30.53730011","32.39400101","33.98379898","",
"Burkina Faso","BFA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000961","0.0187","0.0454","0.0618","0.0770801689426014","0.157732464653607","0.200992597925001","0.373440303233526","0.400295285492178","0.469900012","0.632700026","0.75","0.920000017","1.129999995","2.400000095","3","3.724999905","5","6","6.545700073","7.140999794","7.790400028","8.498900414","9.27180600953186","12.97319984","18.1522007","25.3987999","25.36120033","28.25270081","",
"Bangladesh","BGD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.000751","0.00368","0.0362","0.0710394230507683","0.129807973947512","0.13992028850905","0.163877665498048","0.199036333744363","0.241600007","1","1.799999952","2.5","3.099999905","3.700000048","4.5","5","6.63","9.052900314","12.36880016","16.89909935","21.5","25.56509972","30.38310051","36.10910034","38.91744466","41.61650085","44.50274195","53.42171316","",
"Bulgaria","BGR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00234","0.0195","0.12","0.725","1.22","1.84","2.91","5.37092346908696","7.6122977487982","9.08","12.04","18.13","19.97","27.09","33.64","39.67","45","46.23","47.9799930506026","51.8999876658503","53.0615","55.4903766299262","56.6562516053086","59.825547661014","63.4101013837926","64.78201069118","67.9469809417603","70.16248359","75.27144583","79.12686326","80.38956462","82.438955","",
"Bahrain","BHR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.346","0.843","1.65","3.22","4.72","6.15373254647607","15.0386342513918","18.0507208881153","21.5549449917804","21.4586805077435","21.30369949","28.24399948","32.91","51.95","53","55","76.9999665032303","88","90.0000397","90.5031334814656","93.4783007986129","97.9999807024146","95.8781357543453","98.6446725799886","99.7015043807778","99.67103159","100","100","100","100","",
"Bahamas, The","BHS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.96","1.75","1.36","2.34","3.76","8","11.8","18","20","22","25","26","27","31.54","33.88","43","65","71.74819946","72","76.91999817","78","80","80.59999847","83","90.69329834","92.4437027","92.34980011","92.2559967","92.38729858","92.47270203","",
"Bosnia and Herzegovina","BIH","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0151","0.0594","0.144","0.194","1.08296074971207","1.20052695129649","2.64826791361244","3.96503683387051","15.4689716227665","21.3267010007738","25.1223856852117","27.92","34.66","37.74","42.75","43.88769913","45.0644989","48.52130127","49.91770172","52.59999847","60.2565354318987","64.8920205128383","70.1201350394885","69.9463476317266","73.21175294","75.67620138","78.8455371","83.3771539","86.10091103","",
"Belarus","BLR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000486","0.00292","0.0293","0.049","0.0739","0.495","1.86039812615388","4.30061602151712","8.95097131467325","","","","16.2","19.7","23","27.43","31.8","39.6488956598961","46.91","54.17","59.0163187101542","62.230360906803","71.1130457603832","74.4364454136036","79.1298866919307","82.7891520910901","85.08791245","86.88841196","89.50733148","91.51249979","94.26182128","",
"Belize","BLZ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0454","0.883","1.29","2.09","4.08","5.96383530272428","","5.68425121358763","","9.8","17","24","24.60000038","26.29999924","27.20000076","28.2","30.70000076","31","33.59999847","38.70000076","41.59000015","44.57569885","48.8771019","53.59360123","58.76520157","64.43589783","70.65370178","69.98329926","70.18720245","80.00582262","",
"Bermuda","BMU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","6.84","16.2","24.2","32.1","39.9","42.9498600152711","47.5096998970623","52.0315973700393","56.5220121836337","60.9908670086326","65.4470657898838","69.8996551617012","74.3505940302669","82.3","83.25","84.21","88.336","91.2993045243401","95.3","96.8","98.3236096537251","98","98.37","","","","","","","","",
"Bolivia","BOL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0668","0.196","0.448","0.626","0.982","1.4427635847914","2.1204625341365","3.11719294696997","3.50859640072336","4.43992460120042","5.22758395663196","6.20067125473576","10.49919987","12.5","16.79999924","22.39999962","30","35.34","36.99","34.6016202324676","37.4868176324391","39.69749832","43.83229828","44.2861422024283","47.4748191121692","59.94010155","65.9773785","72.62270355","77.30039978","79.70469666","",
"Brazil","BRA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00329","0.0129","0.0255","0.0377","0.105","0.451","0.786","1.48","2.04","2.87068515854108","4.52849486902851","9.14942508560748","13.2075861035303","19.073672274442","21.022747248827","28.17840004","30.87999916","33.83","39.22","40.65","45.69","48.56","51.04","54.5510018796392","58.3279517340924","60.8725400681261","67.4712845236305","70.4342825404361","73.9124399133589","81.34269353","80.68989314","80.52775094","84.15060238","84.46347227","",
"Barbados","BRB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00775","0.389","0.783","1.97","2.38","3.97367835457927","11.9364503383984","27.836322424146","39.6896271159532","49.8","52.5","55.29999924","58.20000076","61.40000153","64.69999695","65.09999847","66.5","71.19999695","71.80000305","71.92459869","72.04940033","71.57299805","71.14849854","70.72650146","70.30709839","69.89009857","69.4756012","69.06359863","69.67510223","70.36470032","",
"Brunei Darussalam","BRN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.02","3.3","4.83","6.28","7.67","8.99628453448726","12.9177690823013","15.329879855735","19.5950032207342","29.7156041447864","36.4663919475782","42.1863491609307","44.68","46","49","53","56","60.27310181","64.5","68.76999664","71.19999695","90","94.86669922","95","95","96.30549622","97.62879944","98.97042579","98.97039795","96.29828801","",
"Bhutan","BTN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0.138","0.40094444691941","0.864628564215099","1.67580258375242","2.43691239949767","3.15698419613711","3.847100019","4.518300056","5.92","6.55","7.17","13.6","14.39999962","15.60000038","22.39999962","30.29999924","39.79999924","46.50320053","54.33549881","63.48680115","74.17939758","76.85079956","85.63688389","88.35620117","90.02140045","91.27739716","",
"Botswana","BWA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","0.0645","0.157","0.308","0.602","1.12","2.90266662177209","3.43088678702599","3.38592235064273","3.3451901740614","3.30488925316113","3.262599945","4.28993297515968","5.28","6.25","6.150000095","6","9","16","30","36.74474744423","38.89379883","41.16859818","43.57640076","46.12509918","48.82279968","51.67819977","54.70069885","57.9","","57.45950036","",
"Central African Republic","CAF","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00585","0.0143","0.0279","0.0409","0.0533941742150456","0.0785434278394038","0.128537116506299","0.151563337940017","0.223401395464406","0.26820001","0.311199993","0.375815961044797","1","1.799999952","2","2.200000048","2.400000095","2.5","2.700000048","2.900000095","3.099999905","4","5.099999905","7.509200096","","","13.75360012","13.8416996","13.78250027","",
"Canada","CAN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.361","0.57","0.916","1.18","2.38","4.16","6.76","15.1","24.9","36.2","51.3","60.2","61.5932992681952","64.2","65.9559634648989","71.66","72.40000153","73.2","76.69999695","80.3","80.3","83","83","85.80000305","87.12000275","90","91.16000366","92.70140076","94.64","91.91290283","92.3","93.93710327","94","94.14530182","94.353302","",
"Central Europe and the Baltics","CEB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.596","1.18","1.75","2.17","2.72","3.55","4.55","15.1","24.8","34","47.1","55.1","61.4","65.1","67.8","70.1","75.7","77.2","79.2","81.3","83.9","85.1930281804854","85.2","86.34","83.6172512621702","87.4790555978675","89.1346877351392","89.6861476710225","91.80000305","93.1460869535177","94.34999847","95.56937154","96.45279694","97.34436623","97.3443985","97.32103855",
"Channel Islands","CHI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0365","0.0718","0.141","0.347","0.683","1.06","1.66","4.1","16.6","19.1","22.1","25.4737788864723","28.1779101232438","31.1753006","34.4977511736017","35.90000153","37.29999924","41.56","45","52.2496072877744","55.04999924","58","61.11000061","76.6295919508796","83.5585860244169","82.3274869338464","84.90000153","85.01760101","87.45929718","90.23280334","92.31819916","94.45742345","95.590243","",
"China","CHN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000169","0.00117","0.00495","0.0131","0.0324","0.169","0.708","1.77591320677415","2.63965021485872","4.59570433077551","6.2","7.3","8.52325700269541","10.5231526193851","16","22.6","28.9","34.3","38.3","42.30009842","45.79999924","47.90000153","50.29999924","53.2","54.3","65.35839844","64.080881297515","70.05275998","73.05323517","75.61131603","90.6","92","91.6",
"Cote d'Ivoire","CIV","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0002","0.00841","0.0188","0.061","0.119","0.231461670612799","0.395747702246439","0.497929360753307","0.758669629452205","0.849282414747704","1.039199948","1.52489996","1.799999952","1.899999976","2","2.700000048","2.900000095","4.400000095","6.599999905","10","38.4400001654616","41.2078149304414","43.8399208514876","37.5465361301281","36.2889545655205","36.01660156","35.95069885","38.41328122","40.65284979","41.43219902","",
"Cameroon","CMR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.00677","0.0132","0.129","0.252120077733662","0.277051321848797","0.360871584267755","0.587622611130454","0.976075415490902","1.402699947","2.028700113","2.93","3.400000095","3.84","4.300000191","5","7.5","10","16.2148722257524","18.29999924","20.60000038","23.2029719748646","29.70000076","36.53919983","37.69749832","38.89260101","40.12559891","42.24380112","46.25880051","",
"Congo, Dem. Rep.","COD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000108","0.000211","0.000413","0.00101","0.0059021136806903","0.0114757819210493","0.0927907024606925","0.134914837437335","0.196208375178039","0.238000005","0.296099991","0.370000005","0.439999998","0.560000002","0.72","1.200000048","1.679999948","2.200000048","3","3.799999952","10.1","","11.69999981","13.02970028","14.51049995","16.1595993","17.99620056","18.96789932","19.67350006","",
"Congo, Rep.","COG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00353","0.00347","0.00342","0.0168","0.0263547320580279","0.0322236164306931","0.157249517243982","0.460014186837522","1.07750492958505","1.463400006","2.007999897","2.75970437370903","4.28750990276481","4.5","5","5.6","6.106699944","6.599999905","7.110000134","7.616000175","8.121899605","8.649999619","11.8071003","16.11639977","21.99850082","30.02739906","40.98669815","43.15039825","47.25159836","",
"Colombia","COL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.107","0.188","0.33","0.551","1.13","1.7","2.207532992624","2.85419997133433","4.6","7.38892371052557","9.1186903029666","11.0072638904585","15.3416745365682","21.79999924","25.6","30","36.5","40.3509157546318","48.98","51.7","52.568136539247","55.9049725142924","58.1364935728703","62.2598803162841","64.1263768204459","65.0069007159493","69.79533474","73.02837449","72.79637855","77.33686322","79.34543299","",
"Comoros","COM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0.0379","0.148","0.271740607285909","0.443068372538977","0.554869674985088","0.848189370151537","1.32732717785355","2","2.200000048","2.5","3","3.5","5.099999905","5.5","5.975299835","6.5","6.980000019","7.459199905","7.938300133","8.478199959","","16.38380051","22.42040062","30.68120003","31.37409973","31.92749977","32.51750183","",
"Cabo Verde","CPV","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.241","0.473","1.16","1.82244385164396","2.68533271272311","3.5187571749658","4.32488539053715","5.31883206957883","6.07408710659813","6.80891100753313","8.28321981953034","14","21","30","32","34.74","37.5","40.25999832","42.6830141582781","50.3228178676892","57.1621463484891","59.5","61.9433977593088","69.37339783","70.28250122","73.32740021","74.59919739","74.73519897","",
"Costa Rica","CRI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00111","0.0815","0.28","0.417","0.841","1.64","2.67","3.9","5.80025302331829","9.55948213497093","19.8948511346293","20.3336148143541","20.7923067055542","22.07","25.10000038","28.39999962","32.29","34.33","36.5","39.2121959961842","47.5","45.96","53","59.7629501371681","65.8804491942718","71.5816646195022","73.4797284369906","81.2025964435269","80.53018608","82.74901607","82.59801121","85.39514799","87.17019653","",
"Caribbean small states","CSS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","9.17E-05","0.0319","0.0682","0.227","0.315","0.541182548811058","1.07975172188907","3.77058503769014","5.2412690536929","8.40798475900703","9.73806220781346","11.1596013147617","11.69","12.94","14.33","15.9","16.0172907996413","21.20000076","27.93","29.0701843656523","37.3050974155373","42.9786751910106","57.1484043170788","62.6789236230601","67.9708086565152","71.11907507","67.64354869","67.88410187","69.55580139","70.47699738","",
"Curacao","CUW","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.855510740634","68.1272162511339","","","","","","","","",
"Cayman Islands","CYM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","3.95","","","","","","","","","","38.0343830823064","44.5","52","61","64.5","66","69.46594499","69.7","71.4","74.1","77","79","81.0676932508161","","","","","","","","",
"Cyprus","CYP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0501","0.0564","0.111","0.41","0.673","4.38","8.89","11.3","15.2553943710137","18.8187590408455","28.32","30.09","33.83","32.81","35.83","40.77","42.31","49.81","52.99","56.8598923503507","60.6898684001903","65.4548","69.3286967086473","71.7157409175171","75.9002054030125","80.743188971932","84.4335825186889","86.0636299618935","90.80194644","90.75951564","89.60099194","91.22110357","89.60099246","",
"Czechia","CZE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.581","1.26","1.45","1.94","2.92","3.9","6.83","9.78052788834393","14.6971721171129","23.93","34.3","35.5","35.27","47.93","51.93","62.97","64.43","68.82","70.49","73.4300078241036","74.1104","74.2317116367383","75.668838699279","76.4811986951838","78.7191728513432","80.6881675434288","80.8669444139622","81.33889705","82.67062427","84.54009378","85.99404818","87.68776014","",
"Germany","DEU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.126","0.25","0.435","0.464","0.923","1.84","3.05","6.71","9.88","20.8","30.2163466048889","31.650939416316","48.82","55.9","64.73","68.71","72.16","75.16","78","79","82","81.26999953602","82.3499984738392","84.17","86.1937006578756","87.5897993525767","84.1652066441212","84.3941537010844","87.037112092841","88.1345169091916","89.81294133","91.43060973","91.62984383","92.4763763","93.49999579","",
"Djibouti","DJI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.016","0.0312","0.0829","0.0947","0.106","0.194500528399956","0.343526262964202","0.48697170451894","0.625940229399888","0.781317175068661","0.953599989","1.269999981","1.62","2.26","4","6.5","7","9.399999619","12.69999981","17","22.89999962","30.79999924","55.6814092453962","57.06169891","58.4762001","59.92570114","61.41120148","63.77600098","64.75869751","65.29889679","",
"Dominica","DMA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.549","1.17","","2.93","2.93","8.81484419762881","13.2452280386761","18.4248927671241","23.6204198529629","30.3196130921568","38.54359818","39.39820099","40.2745018","41.15999985","42.02000046","47.45","48.59999847","49.79999924","51","57.5","65","67.02999878","69.61969757","","73.38200378","75.65670013","78.07949829","80.57980347","81.33650208","82.04689789","",
"Denmark","DNK","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0973","0.194","0.387","0.578","1.34","3.83","5.71","11.4","22.7","30.6","39.1724308555053","42.9575247201878","64.25","76.26","80.93","82.74","86.65","85.03","85.02","86.84","88.72","89.8100133895232","92.2600117153012","94.6297","95.9935053764454","96.3305016195436","96.9677852516645","97.0993621555621","97.3192043651002","98.0464347521549","96.54914573","98.8658506","97.86011812","98.77559197","99.76915157","",
